나눔문화 《<b>코로나</b>19 감춰진 진실》	https://blog.naver.com/bestladakh?Redirect=Log&logNo=222282960129	《COVID-19 감춰진 진실》 특집으로 구성된 이번 소식지에, <b>코로나</b>에 대한 &quot;다른 목소리&quot;들이... 김상수 원장의 인터뷰 기사 &quot;<b>코로나</b>19는 결코 위험한 바이러스가 아닙니다&quot;를 먼저 읽어보기를 권합니다.... 	인도 라다크 여행	https://blog.naver.com/bestladakh	20210321
<b>코로나</b> 백신 접종 후 아나필락시스 쇼크 확인하세요	https://blog.naver.com/kahp_blog?Redirect=Log&logNo=222303810986	지난 2월 <b>코로나</b>19 백신 접종이 시작된 이후 계속 언급되고 있는 ‘아나필락시스(Anaphylaxis)’는... <b>코로나</b> 백신 접종 후 15분간 알레르기 반응이 나타나는지 확인 후 귀가하시고, 전국민 백신 접종을... 	건강일기	https://blog.naver.com/kahp_blog	20210409
새로운 희망으로 가는 첫걸음, 남양주 <b>코로나</b>19 예방접종 센터	https://blog.naver.com/nyjloving?Redirect=Log&logNo=222293872815	남양주 <b>코로나</b>19 예방접종 센터인 남양주체육 문화센터에서 만 75세 이상 어르신을 대상으로 4월... 주차 후 바로 맞은편 2층에 남양주 <b>코로나</b>19 예방접종 센터가 보일 겁니다. 대중교통 및 도보 이동 시에는... 	남양주시 블로그	https://blog.naver.com/nyjloving	20210331
[<b>코로나</b>를 극복하는 역곡人 이야기] 역곡동 용서점	https://blog.naver.com/mybcf?Redirect=Log&logNo=222302036748	각자의 자리에서 <b>코로나</b>를 극복하는 역곡인들의 이야기 &lt;마을생활연구단 : 역곡풍프로젝트&gt; 본 글은... 책방에서 여러 모임을 주최하시는데 <b>코로나</b>가 터졌 을 때 심경이 어떠셨어요? 영향이 엄청나게 컸어요.... 	부천문화재단	https://blog.naver.com/mybcf	20210411
<b>코로나</b> 백신 맞기.	https://blog.naver.com/jenny402?Redirect=Log&logNo=222303553621	미국은 이미 전세계를 통틀어 엄청나게 많은 사람들이 <b>코로나</b>로 죽었다. 백신이 보급되는 이 시점에도 하루에 200여명도 넘게 죽고, 2만여명도 넘게 <b>코로나</b>에 걸린다. 몇 십명 수준이 아닌 이나라에 하루라도... 	버지니아 제뉘퐉	https://blog.naver.com/jenny402	20210409
어르신 <b>코로나</b>19 백신 예방접종 시작! 2분기 <b>코로나</b>19... 	https://blog.naver.com/gyeonggi_gov?Redirect=Log&logNo=222294003809	지난달 26일부터 시작된 1분기 <b>코로나</b>19 예방 접종에서 우선 접종 대상자 약 85만명이 1차 접종을 마쳤는데요. 오는 4월부터 2차 예방접종이 시작됩니다. <b>코로나</b>19 감염 시 중증위험이 높은 65세 이상 어르신과... 	경기도 공식 블로그	https://blog.naver.com/gyeonggi_gov	20210331
<b>코로나</b> 치료받고, 세금 낼 땐 외국인?	https://blog.naver.com/ntscafe?Redirect=Log&logNo=222286818583	<b>코로나</b>19로 모두 힘드시죠? 우리 모두가 고통을 분담하고, 이 위기를 견디고 이겨내려고 노력하고 있죠.... <b>코로나</b>19는 전 세계적으로 패닉을 몰고 올만큼 강력한 감염병이지만 우리나라는 <b>코로나</b>19 초기... 	[국세청 블로그] 아름다운 세상	https://blog.naver.com/ntscafe	20210325
<b>코로나</b>19 OUT! 학원 방역 강화	https://blog.naver.com/purunethome?Redirect=Log&logNo=222304286259	<b>코로나</b>19 감염자 수가 또 다시 점차 증가하면서, 우리 아이 건강이 걱정되실텐데요. 더 강화된 학원 방역 규정! 푸르넷 공부방과 함께 알아보겠습니다. <b>코로나</b>19를 OUT시키는 강화된 학원 방역 첫 번째, 민관... 	공부가 재밌넷! 푸르넷 공부방	https://blog.naver.com/purunethome	20210409
<b>코로나</b> 이후 해외 한달살기 네번째 나라, 그리운 필리핀	https://blog.naver.com/faminlove?Redirect=Log&logNo=222284263250	<b>코로나</b>19 백신 접종이 시작되며, 이전과는 같을 순 없겠지만 빠르면 올 겨울, 늦어도 내년 상반기 정도엔 제한적으로 나마 해외여행이 다시 재개 될 것 이라는 기대감이 생기는 요즘입니다. #<b>코로나</b>이후해외여행... 	부하들과 함께 행복더하기	https://blog.naver.com/faminlove	20210413
<b>코로나</b>19 백신, 내 접종 시기는 언제일까?	https://blog.naver.com/nhicblog?Redirect=Log&logNo=222252600112	이달 마지막 주 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 백신이 국내에 공급되면서 우리나라도 접종에 착수할 예정이다. 이달 가장 먼저 <b>코로나</b>19 백신을 맞는 사람은 요양병원이나 요양시설에 입소한 환자들... 	국민건강보험 블로그⠀⠀⠀⠀⠀⠀「건강천사」	https://blog.naver.com/nhicblog	20210223
<b>코로나</b> 백신접종 후기를 들어보니..	https://blog.naver.com/yhkim444?Redirect=Log&logNo=222306920394	세계 각각이 <b>코로나</b> 백신 확보 및 접종에 심혈을 기울이는 가운데, 1차 접종률 100%, 2차 접종률 50... (source : google.com) 통상 전문가들이 언급하는 <b>코로나</b> 백신접종 후 발생할 수 있는 증상으로는 다음의 5가지... 	임금님 귀는 당나귀 귀	https://blog.naver.com/yhkim444	20210412
<b>코로나</b> 기침 증상의 정도 구별하기 (+기침 멈추는법)	https://blog.naver.com/gaogirl?Redirect=Log&logNo=222288765342	<b>코로나</b> 기침 정도 구별하기 기침 멈추는법 알아보기 기침은 인체의 자연스러운 생리 작용 중... 조금만 열이나거나 기침이라도 나오면 감기인지, 독감인지, <b>코로나</b>에 의한 기침증상이 아닐지 걱정이 될 수 밖에... 	쉼표하나	https://blog.naver.com/gaogirl	20210327
<b>코로나</b>19를 바라보며 이런저런 잡념들	https://blog.naver.com/wolf9717?Redirect=Log&logNo=222306713826	https://www.worldometers.info/coronavirus/#countries 각 나라별로 <b>코로나</b> 19에 대한 상황들을 각 통계순위로 쉽게 볼수 있는 사이트입니다 여기서 통계순위 기준을 <b>코로나</b> 신규확진자수를 기준으로 나라별... 	┏ Νeνer..ＬΟＳΕ..Ηope..with God ┒	https://blog.naver.com/wolf9717	20210412
익산시 영농인 '<b>코로나</b> 극복 바우처' 지원	https://blog.naver.com/hiksanin?Redirect=Log&logNo=222303893957	- <b>코로나</b>19 피해 농가 대상 100만원 바우처 지급 - 화훼, 겨울수박, 친환경 농산물 재배 농가 등 7개 농업 분야 지원 - 익산시는 <b>코로나</b>19 장기화로 경영에 어려움을 겪고 있는 지역 농가 지원에 나선다. 시는... 	익산시 공식 블로그	https://blog.naver.com/hiksanin	20210409
독일 판결! 학생들 NO 마스크, NO 거리두기, NO <b>코로나</b> 검사	https://blog.naver.com/bestladakh?Redirect=Log&logNo=222307226404	독일 바이마르 법원은 마스크 착용, 거리 두기, <b>코로나</b> 테스트의 효과에 대한 과학적 근거가 없고... 판결에 따라 독일 바이마르 두 학교에서 학생들의 마스크 착용, 거리 두기, <b>코로나</b> 의무 검사 명령이... 	인도 라다크 여행	https://blog.naver.com/bestladakh	20210412
<b>코로나</b>19 백신 부작용? 접종 후 이상 반응과 대처 방법	https://blog.naver.com/kescomiri?Redirect=Log&logNo=222301996989	<b>코로나</b>19가 1년 이상 장기화되면서, 올해부터 순차적으로 백신 예방접종을 실시하고 있습니다. 현재... 접종 대상을 점차 확대시켜 나가고 있는 만큼 <b>코로나</b>19 백신 부작용, 예방접종 후 이상 반응 등에 대한... 	한국전기안전공사	https://blog.naver.com/kescomiri	20210407
[WITH <b>코로나</b>] 불꽃 튀는 여행업계 캡틴 코리아 경쟁…기발한... 	https://blog.naver.com/the_trip?Redirect=Log&logNo=222286773980	[WITH <b>코로나</b>] 불꽃 튀는 여행업계 캡틴 코리아 경쟁 …기발한 아이디어 승자는? 그야말로 처참한 시간을 보내고 있다. <b>코로나</b>19의 ‘코’자만 봐도 진절머리가 난다는 이도 여럿이다. 2년째로 접어들면서... 	네이버 여행+	https://blog.naver.com/the_trip	20210325
<b>코로나</b> 음주단속 현재상황은?	https://blog.naver.com/hyunsoo2402?Redirect=Log&logNo=222303986460	&quot; <b>코로나</b> 음주단속 라는 가지면 안되는 생각들이 생겨 음주운전을 하는 분들이 몇몇계시죠 <b>코로나</b>이전엔 어떻게 처리되었지만 현재 <b>코로나</b> 시행중일때 어떠한 새로운 검사법이 있는지 확인해보겠습니다! 기존... 	차파는 사람들	https://blog.naver.com/hyunsoo2402	20210409
<b>코로나</b> 증상 순서 이것만 꼭 기억하세요	https://blog.naver.com/dreamseller7?Redirect=Log&logNo=222306829772	가장 중요한 <b>코로나</b> 증상 순서는 [발열] 이 먼저라는 것! 열이 계속 난다면?!? <b>코로나</b> 검사를 받아 보세요 <b>코로나</b> 증상 순서 주말 잘 보내셨나요? 가까운 곳으로 콧바람 쐬러 갔는데, 아.직.도 마스크를 안... 	이만블리의 즐거운 이중생활	https://blog.naver.com/dreamseller7	20210412
미주리주 <b>코로나</b>백신 접종 3단계, 16세 이상 접종 가능	https://blog.naver.com/arini00101?Redirect=Log&logNo=222305689378	4월 9일부터 phase3이 시작되어 미주리주에 거주하는 16세 이상은 누구나 <b>코로나</b> 백신을 맞을 수 있게 되었다. 미주리 컬럼비아 <b>코로나</b> 백신 어디에서 신청할 수 있나? 구글에서 “covid vaccine near me”라고... 	오늘을 담다	https://blog.naver.com/arini00101	20210411
<b>코로나</b>방역 대형업체들도 맡기는 그곳	https://blog.naver.com/sof_s?Redirect=Log&logNo=222291540489	요즘 <b>코로나</b>방역은 어디를 방문하더라도 방문자 기록 겸 QR코드를 찍는 건 물론 사업장을 운영하고 계신 분들은 필수 겸 자발적으로 <b>코로나</b>방역을 하는 것이 의무화가 되었습다. 특히 많은 사람들이 오가는... 	DT대전서울브라운치과	https://blog.naver.com/sof_s	20210329
셀리드 - <b>코로나</b> 백신 개발 이슈 관련	https://blog.naver.com/pokara61?Redirect=Log&logNo=222308049356	<b>코로나</b> 백신개발에 대해 <b>코로나</b> 백신도 결국 셀리박스에서 나온 것이다. <b>코로나</b> 바이러스를 인지하는 유도장치 기능을 하는 세포를 장착하면 되는 것이다. 참 쉽죠? 셀리드 백신이 바이러스 벡터 방식이다.... 	포카라의 실전투자	https://blog.naver.com/pokara61	20210413
서귀포시, <b>코로나</b> 극복 영농지원 바우처 신청하세요	https://blog.naver.com/seogwipo-si?Redirect=Log&logNo=222304010789	<b>코로나</b>19 영향으로 판로 제한, 매출 감소 등 경영상 어려움을 겪고 있는 농업 분야 [화훼, 겨울 수박, 학교급식 납품 친환경 농산물, 말(경주마) 생산 농가 및 농촌체험휴양마을] 지원을 위한 『<b>코로나</b> 극복... 	서귀포시	https://blog.naver.com/seogwipo-si	20210409
<b>코로나</b>19 백신 접종의 모든 것을 알려준다! 신청부터 관리까지!	https://blog.naver.com/haechiseoul?Redirect=Log&logNo=222301871492	2021년 2월 26일 많은 국민들이 기다렸던 <b>코로나</b>19 백신접종 시작되다 접종순서, 예약방법, 접종 이후 관리까지 당신이 궁금했던 <b>코로나</b>19 예방접종의 모든 것 첫 번째. 누가, 언제 접종을 받을까요? 분기별 접종... 	서울특별시 공식블로그	https://blog.naver.com/haechiseoul	20210407
<b>코로나</b>로 인한 개인회생 힘들겠지만	https://blog.naver.com/rlawldms79?Redirect=Log&logNo=222293600397	<b>코로나</b>로 인한 경제적 어려움을 겪고 있는 만큼 당 소에도 회생 관련 문의가 빗발치고 있습니다. 현재... [최근 <b>코로나</b>로 인해 감당할 수 없는 부채가 생겼다면 회생의 봄이 해결해 드리겠습니다.] <b>코로나</b>로 인해... 	법무법인 테헤란 회생전담센터	https://blog.naver.com/rlawldms79	20210331
4월 1일, 성북구 <b>코로나</b>19 예방접종센터 개소!	https://blog.naver.com/storysb?Redirect=Log&logNo=222294613685	75세 이상 어르신들의 백신접종 시작으로 4월 1일부터 본격적으로 실시되는 <b>코로나</b>19 백신 예방접종! 어디서 접종할까요? 바로~~~ 성북구청 4층 성북아트홀에 위치한 '성북구 <b>코로나</b>19 예방접종센터' 입니다! 4월... 	성북구청 공식 블로그	https://blog.naver.com/storysb	20210401
26일까지 부가세 예정신고…<b>코로나</b> 피해 사업자 제외	https://blog.naver.com/fow99?Redirect=Log&logNo=222307825899	집합금지·영업제한, 영세자영업자는 7월 확정신고만 <b>코로나</b>19로 경영이 어려운 영세 개인사업자 152만 명은 이번 4월 #부가세 예정신고를 하지 않아도 된다. 8일 국세청은 “<b>코로나</b>19 장기화와 방역조치... 	월간 세금박사	https://blog.naver.com/fow99	20210413
청주시 만 75세 이상 어르신 <b>코로나</b>19 예방접종 현장	https://blog.naver.com/cjcityblog?Redirect=Log&logNo=222299420395	청주시는 4월 1일부터 만 75세 이상 어르신들께 <b>코로나</b>19 예방접종을 진행하였습니다. 4월 1일 상당구청 3층 스포츠센터에서 <b>코로나</b>19 예방접종이 진행되었는데요 우선 적으로 75세 이상의 어르신과 노인시설... 	청주시청 공식 블로그	https://blog.naver.com/cjcityblog	20210405
<b>코로나</b>19 사망 예측, 결국은 기저질환과 나이	https://blog.naver.com/chsnuh?Redirect=Log&logNo=222299437668	중증도가 <b>코로나</b>19 환자의 사망에 큰 영향을 미치는 것으로 나타났습니다. 서울대병원 이호진 교수팀(조수익 윤수지)은 건강보험심사평가원이 공개한 자료를 토대로 연령보정 찰슨동반상병지수의 <b>코로나</b>19... 	서울대학교병원 공식블로그	https://blog.naver.com/chsnuh	20210405
<b>코로나</b> 검사 결과 시간과 검사 비용 궁금해요!	https://blog.naver.com/looh2040?Redirect=Log&logNo=222303933610	<b>코로나</b>19 증상은 감기와 독감과는 비슷하면서도 차이가 있어요. 조금이라도 의심이 된다면, 조금이라도 열이 난다면 설마~라는 생각은 뒤로하고 검사를 받으러 가야 하겠어요. <b>코로나</b>19 검사 비용은 얼마나... 	늘 꽃길	https://blog.naver.com/looh2040	20210409
<b>코로나</b> 끝나면 도전! 전세계 베스트 호텔 뷔페 4	https://blog.naver.com/the_trip?Redirect=Log&logNo=222297918440	<b>코로나</b> 시국 가장 그리운 상황이 있다면 바로 여행지에서 느긋하게 조식 뷔페를 즐기던 일이다.... 영국 매체 더 선이 <b>코로나</b> 시국에 여행자들이 가장 그리워한다는 전 세계 호텔 뷔페 베스트를 골랐다.... 	네이버 여행+	https://blog.naver.com/the_trip	20210404
<b>코로나</b> 개인회생 재정난 겪고 있다면	https://blog.naver.com/siklim?Redirect=Log&logNo=222302831739	<b>코로나</b> 개인회생 재정난 겪고 있다면 경제적으로 힘든 상황을 겪다보면 심리적으로 위축이 되는 상황이... 특히나 이러한 경제위기는 <b>코로나</b> 이후로 더욱 심해졌는데 서민들의 생활이 팍팍해지면서 지갑이... 	머리잘만지는개엄마-최디(수유역미용실 jj헤어)	https://blog.naver.com/siklim	20210408
<b>코로나</b>방역업체 따져보고 결정했어요	https://blog.naver.com/jinbchoi?Redirect=Log&logNo=222279362006	괜히 <b>코로나</b>19 확진자라도 발생하면 홍보관은 그냥 닫아 버려야 하니까요. 그러다가 굿바이<b>코로나</b>라는 업체를 찾았는데 완전 대박이었어요. 위에 모두 열거하지 못한 수많은 기업체와 매장 등의 <b>코로나</b>방역을... 	같이, 함께	https://blog.naver.com/jinbchoi	20210318
‘<b>코로나</b>19’로 골칫덩이 된 플라스틱…식품업계는 ‘너도... 	https://blog.naver.com/nong-up?Redirect=Log&logNo=222299438645	<b>코로나</b>19로 외식이 어려워지면서 앱으로 주문하는 음식 배달 서비스의 인기가 더욱 높아졌지요. <b>코로나</b>19로 크게 늘어난 음식 배달 편리함 뒤쫓아 온 ‘플라스틱 팬데믹’ 통계청 온라인쇼핑 동향 자료에... 	더농부	https://blog.naver.com/nong-up	20210407
서울, <b>코로나</b>19 바이러스 살살 녹는다!	https://blog.naver.com/yang456?Redirect=Log&logNo=222306194870	<b>코로나</b>19 확진자 수가 전국에서 제일 많은 서울(거주 인구도 많고, 유동인구도 가장 많으니)이니만큼 이... 그 와중에도 <b>코로나</b>19 확진자 수는 계속 600 명대. 물론 뭐 십만단위 만단위 마구 발생하고 있는 해외... 	소년의 마음을 가진 아저씨를 위한 장난감 나라	https://blog.naver.com/yang456	20210411
<b>코로나</b>가 앞당긴 무인화 시대	https://blog.naver.com/mosfnet?Redirect=Log&logNo=222287057699	특히, <b>코로나</b>19로 인해 언택트에 관한 수요가 늘어나면서 무인화 바람은 유통업계에도 불고 있습니다.... 특히 <b>코로나</b>19로 언택트 소비가 각광받으면서 크게 인기를 끌고 있는데요, 프랜차이즈 정보 사이트인... 	기획재정부 경제e야기	https://blog.naver.com/mosfnet	20210325
<b>코로나</b>-19 인천에서 몽골울란바토르비행,격리	https://blog.naver.com/doumo2?Redirect=Log&logNo=222307365061	<b>코로나</b>로 인하여 물탱크수출을 위하여 몽골로 입국하는데 <b>코로나</b>19검사부터 비행기, 현지숙소 내용입니다. 먼저 한국에서 몽골로 가기위하여 전세기편으로 몽골 울란바토르에 가기위하여 대사관에 신청을... 	(주)에스엠씨	https://blog.naver.com/doumo2	20210412
<b>코로나</b>19 음성 증명서? 접종 증명서? <b>코로나</b>19 증명서의 모든 것!	https://blog.naver.com/kescomiri?Redirect=Log&logNo=222307355771	지난 2월 26일부터 <b>코로나</b>19 백신 접종이 진행되고 있습니다. 국내에서 <b>코로나</b>19 첫 확진자가 나온 지난해 1월 이후 약 1년 만에 이루어졌는데요. 아직까지 여행 등은 어렵지만, 부득이한 사정으로 지방·해외... 	한국전기안전공사	https://blog.naver.com/kescomiri	20210412
<b>코로나</b>에게 빼앗긴 나의 일상	https://blog.naver.com/iam5dol?Redirect=Log&logNo=222306794507	<b>코로나</b>가 터지고 난 후, 나와 아내는 자연스레 외출을 삼가고 집에서 노는 게 익숙해졌다. 뭐 아주... <b>코로나</b> 이후 1년을 넘게 집에서 셀프로 머리를 자르다가 어제는 정말 오랜만에 미용실에 가서 머리를 잘랐다.... 	Memories Tree	https://blog.naver.com/iam5dol	20210412
세계<b>코로나</b> 확진자수 및 주요증시 뉴스	https://blog.naver.com/dline1secret?Redirect=Log&logNo=222308041484	<b>코로나</b> 업데이트, 주요 증시 현황 및 뉴스 버블 천정 바닥 잡기를 시도합니다. 뉴스 야후 실적... <b>코로나</b> 한스 완연한 제 3 팬더믹으로 가고 있다. 일본 뉴스를 보니 오사카에 변종이 9할 도쿄에... 	AI 우파 애널리스트	https://blog.naver.com/dline1secret	20210413
500년이 넘은 르네상스 궁전이 <b>코로나</b> 때문에 무너졌다?	https://blog.naver.com/designpress2016?Redirect=Log&logNo=222293846761	스트리트 아트 작가 JR, <b>코로나</b>19로 인한 문화예술계의 상처를 표현하다 &lt;La Ferita&gt;, 2021 © JR... JR은 <b>코로나</b>19로 인해 어쩔 수 없이 문을 닫아야만 했던 미술관, 도서관, 공연장을 떠올리며 이 작품을... 	네이버 디자인	https://blog.naver.com/designpress2016	20210331
#.임산부일상_39주,<b>코로나</b> 검사하기	https://blog.naver.com/s2yunyoungs2?Redirect=Log&logNo=222305521561	팔팔이 낳고 꼭보자 꼭 순산하고 돌아올게 유도분만 -3일전 <b>코로나</b> 검사 하기 부천에서 주말에도... 결과 내일 아침에 눈뜨면 와있을텐데..별일없겠지? <b>코로나</b> 검사까지 완료! 팔팔이 만나기까지 D-3일	yoon	https://blog.naver.com/s2yunyoungs2	20210410
&lt;<b>코로나</b> 사피엔스, 새로운 도약&gt; - 김누리 외(인플루엔셜)	https://blog.naver.com/nsc2050?Redirect=Log&logNo=222306075381	&lt;<b>코로나</b> 사피엔스, 새로운 도약&gt; - 김누리 외(인플루엔셜) '대한민국 대표 석학 8인이 신인류의 지표를... 포스트 <b>코로나</b> 우리 사회는 어디로 가는가'를 바탕으로 제작된 책이다. 김누리, 장하준, 홍기빈, 최배근... 	인문의 골짜기(꿈을 꾸는 그대를 위하여!)	https://blog.naver.com/nsc2050	20210411
예산군, <b>코로나</b>19 예방접종센터 모의훈련 실시!	https://blog.naver.com/sinmunman?Redirect=Log&logNo=222306042041	예산군은 <b>코로나</b>19 예방접종센터가 설치된 윤봉길체육관에서 6일 백신접종 모의훈련을 실시했다. 군의 <b>코로나</b>19 예방접종센터인 윤봉길체육관은 접종 전 대기구역, 예진·접종구역, 접종 후 등록·관찰구역 등... 	충청남도	https://blog.naver.com/sinmunman	20210413
전화 한 통으로 끝내는 '안심콜' <b>코로나</b>19 출입명부, 무료로... 	https://blog.naver.com/djdonggu?Redirect=Log&logNo=222304037126	전화로 확인하는 안심콜, 통화료를 지원해 드려요~ 해가 바뀌고, 봄이 되면 사라질 줄 알았던 <b>코로나</b>19가 여전히 기승을 부립니다. <b>코로나</b>19 때문에 이제 어딜 가든 '출입자 명부'를 쓰는 게 자연스러운 일이... 	대전광역시 동구	https://blog.naver.com/djdonggu	20210409
<b>코로나</b>19 mRNA 백신의 원리	https://blog.naver.com/iiai?Redirect=Log&logNo=222300487328	엉뚱하게도 미국 워싱턴주 스노후미시군의 보건당국이 한국어로 친절하게 <b>코로나</b>19 mRNA... 2020년 1월 10일 중국 과학자들이 <b>코로나</b>19 바이러스의 유전정보 서열(sequence)를 인터넷에 공개하자... 	버둥거리는 비엔나 소시지	https://blog.naver.com/iiai	20210406
[<b>코로나</b>19] 이스라엘이 마스크를 벗는다?	https://blog.naver.com/shalacho?Redirect=Log&logNo=222298896377	있어 <b>코로나</b>19 봉사활동까지 했던 인물이 입증되지 않은 사실을 전파하고 있습니다. '새정치'를 내세운... 있어도, '<b>코로나</b>19 모범국'은 될 수는 없다는 사실입니다. 우리나라와 단순비교를 해 봐도 앞으로도... 	보미로그	https://blog.naver.com/shalacho	20210405
<b>코로나</b> 19 예방을 위해서 마스크와 환기가 거리두기보다 더... 	https://blog.naver.com/jjy0501?Redirect=Log&logNo=222301167082	Credit: Michael Kinzel, UCF) <b>코로나</b> 19 전파를 막기 위해서는 손씻기 같은 개인 위생은 물론... 센트럴 플로리다 대학 (University of Central Florida)의 연구팀은 학교에서 <b>코로나</b> 19 전파를 막기... 	고든의 블로그	https://blog.naver.com/jjy0501	20210411
75세 이상 고령자 <b>코로나</b> 백신 접종 시작!	https://blog.naver.com/kmedi6210?Redirect=Log&logNo=222296070057	<b>코로나</b>19 예방접종 안내 11월 집단면역 형성을 목표로 진행되고 있는 <b>코로나</b>19 예방접종 2분기가 시작되었습니다. 4월부터 만 75세 이상 어르신을 시작으로 하여 일반인 대상 신종 <b>코로나</b>19 백신 접종이... 	한국의료분쟁조정중재원	https://blog.naver.com/kmedi6210	20210402
<b>코로나</b>19 백신 광산구 예방접종 안내	https://blog.naver.com/gwangsan242?Redirect=Log&logNo=222306401303	26일부터 <b>코로나</b>19 예방접종 실시한 후 의료기관·요양시설 관련 <b>코로나</b>19 확진환자 발생비율이 한 달 새 약 5분의 1로 감소하였습니다 (2021. 4. 9. 질병관리청 보도참고자료) 안전·편안·신속하게... 	광주 광산구 공식블로그	https://blog.naver.com/gwangsan242	20210411
